,fips,province_state,country_region,confirmed,deaths,recovered,active,date,positive,negative,hospitalizedCurrently,hospitalized,hospitalizedDischarged
8018,72.0,Puerto Rico,US,14.0,0.0,0.0,,20210226,99860,305972.0,169.0,,
8019,72.0,Puerto Rico,US,14.0,0.0,0.0,,20210225,99619,305972.0,184.0,,
8020,72.0,Puerto Rico,US,14.0,0.0,0.0,,20210224,99519,305972.0,242.0,,
8021,72.0,Puerto Rico,US,14.0,0.0,0.0,,20210223,99476,305972.0,225.0,,
8022,72.0,Puerto Rico,US,14.0,0.0,0.0,,20210222,99257,305972.0,233.0,,
8023,72.0,Puerto Rico,US,14.0,0.0,0.0,,20210221,99084,305972.0,217.0,,
8024,72.0,Puerto Rico,US,14.0,0.0,0.0,,20210220,98835,305972.0,215.0,,
8025,72.0,Puerto Rico,US,14.0,0.0,0.0,,20210219,98624,305972.0,214.0,,
8026,72.0,Puerto Rico,US,14.0,0.0,0.0,,20210218,98506,305972.0,233.0,,
8027,72.0,Puerto Rico,US,14.0,0.0,0.0,,20210217,98428,305972.0,241.0,,
8028,72.0,Puerto Rico,US,14.0,0.0,0.0,,20210216,98317,305972.0,220.0,,
8029,72.0,Puerto Rico,US,14.0,0.0,0.0,,20210215,97837,305972.0,209.0,,
8030,72.0,Puerto Rico,US,14.0,0.0,0.0,,20210214,97609,305972.0,216.0,,
8031,72.0,Puerto Rico,US,14.0,0.0,0.0,,20210213,97313,305972.0,213.0,,
8032,72.0,Puerto Rico,US,14.0,0.0,0.0,,20210212,96924,305972.0,240.0,,
8033,72.0,Puerto Rico,US,14.0,0.0,0.0,,20210211,96636,305972.0,261.0,,
8034,72.0,Puerto Rico,US,14.0,0.0,0.0,,20210210,96494,305972.0,251.0,,
8035,72.0,Puerto Rico,US,14.0,0.0,0.0,,20210209,96402,305972.0,249.0,,
8036,72.0,Puerto Rico,US,14.0,0.0,0.0,,20210208,96161,305972.0,263.0,,
8037,72.0,Puerto Rico,US,14.0,0.0,0.0,,20210207,95839,305972.0,258.0,,
8038,72.0,Puerto Rico,US,14.0,0.0,0.0,,20210206,95355,305972.0,265.0,,
8039,72.0,Puerto Rico,US,14.0,0.0,0.0,,20210205,95064,305972.0,278.0,,
8040,72.0,Puerto Rico,US,14.0,0.0,0.0,,20210204,94984,305972.0,270.0,,
8041,72.0,Puerto Rico,US,14.0,0.0,0.0,,20210203,94662,305972.0,307.0,,
8042,72.0,Puerto Rico,US,14.0,0.0,0.0,,20210202,94526,305972.0,298.0,,
8043,72.0,Puerto Rico,US,14.0,0.0,0.0,,20210201,94238,305972.0,282.0,,
8044,72.0,Puerto Rico,US,14.0,0.0,0.0,,20210131,93624,305972.0,285.0,,
8045,72.0,Puerto Rico,US,14.0,0.0,0.0,,20210130,93406,305972.0,279.0,,
8046,72.0,Puerto Rico,US,14.0,0.0,0.0,,20210129,92968,305972.0,280.0,,
8047,72.0,Puerto Rico,US,14.0,0.0,0.0,,20210128,92541,305972.0,293.0,,
8048,72.0,Puerto Rico,US,14.0,0.0,0.0,,20210127,92244,305972.0,301.0,,
8049,72.0,Puerto Rico,US,14.0,0.0,0.0,,20210126,92069,305972.0,312.0,,
8050,72.0,Puerto Rico,US,14.0,0.0,0.0,,20210125,91596,305972.0,312.0,,
8051,72.0,Puerto Rico,US,14.0,0.0,0.0,,20210124,91028,305972.0,310.0,,
8052,72.0,Puerto Rico,US,14.0,0.0,0.0,,20210123,90073,305972.0,325.0,,
8053,72.0,Puerto Rico,US,14.0,0.0,0.0,,20210122,89282,305972.0,341.0,,
8054,72.0,Puerto Rico,US,14.0,0.0,0.0,,20210121,88728,305972.0,344.0,,
8055,72.0,Puerto Rico,US,14.0,0.0,0.0,,20210120,88513,305972.0,331.0,,
8056,72.0,Puerto Rico,US,14.0,0.0,0.0,,20210119,88373,305972.0,351.0,,
8057,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210307,101327,305972.0,147.0,,
8058,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210306,101327,305972.0,147.0,,
8059,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210305,101066,305972.0,136.0,,
8060,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210304,100867,305972.0,171.0,,
8061,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210303,100765,305972.0,169.0,,
8062,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210302,100735,305972.0,162.0,,
8063,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210301,100584,305972.0,155.0,,
8064,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210228,100297,305972.0,150.0,,
8065,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210227,100044,305972.0,174.0,,
8066,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210226,99860,305972.0,169.0,,
8067,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210225,99619,305972.0,184.0,,
8068,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210224,99519,305972.0,242.0,,
8069,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210223,99476,305972.0,225.0,,
8070,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210222,99257,305972.0,233.0,,
8071,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210221,99084,305972.0,217.0,,
8072,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210220,98835,305972.0,215.0,,
8073,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210219,98624,305972.0,214.0,,
8074,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210218,98506,305972.0,233.0,,
8075,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210217,98428,305972.0,241.0,,
8076,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210216,98317,305972.0,220.0,,
8077,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210215,97837,305972.0,209.0,,
8078,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210214,97609,305972.0,216.0,,
8079,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210213,97313,305972.0,213.0,,
8080,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210212,96924,305972.0,240.0,,
8081,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210211,96636,305972.0,261.0,,
8082,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210210,96494,305972.0,251.0,,
8083,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210209,96402,305972.0,249.0,,
8084,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210208,96161,305972.0,263.0,,
8085,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210207,95839,305972.0,258.0,,
8086,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210206,95355,305972.0,265.0,,
8087,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210205,95064,305972.0,278.0,,
8088,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210204,94984,305972.0,270.0,,
8089,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210203,94662,305972.0,307.0,,
8090,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210202,94526,305972.0,298.0,,
8091,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210201,94238,305972.0,282.0,,
8092,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210131,93624,305972.0,285.0,,
8093,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210130,93406,305972.0,279.0,,
8094,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210129,92968,305972.0,280.0,,
8095,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210128,92541,305972.0,293.0,,
8096,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210127,92244,305972.0,301.0,,
8097,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210126,92069,305972.0,312.0,,
8098,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210125,91596,305972.0,312.0,,
8099,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210124,91028,305972.0,310.0,,
8100,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210123,90073,305972.0,325.0,,
8101,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210122,89282,305972.0,341.0,,
8102,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210121,88728,305972.0,344.0,,
8103,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210120,88513,305972.0,331.0,,
8104,72.0,Puerto Rico,US,21.0,1.0,0.0,,20210119,88373,305972.0,351.0,,
8105,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210307,101327,305972.0,147.0,,
8106,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210306,101327,305972.0,147.0,,
8107,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210305,101066,305972.0,136.0,,
8108,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210304,100867,305972.0,171.0,,
8109,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210303,100765,305972.0,169.0,,
8110,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210302,100735,305972.0,162.0,,
8111,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210301,100584,305972.0,155.0,,
8112,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210228,100297,305972.0,150.0,,
8113,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210227,100044,305972.0,174.0,,
8114,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210226,99860,305972.0,169.0,,
8115,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210225,99619,305972.0,184.0,,
8116,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210224,99519,305972.0,242.0,,
8117,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210223,99476,305972.0,225.0,,
8118,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210222,99257,305972.0,233.0,,
8119,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210221,99084,305972.0,217.0,,
8120,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210220,98835,305972.0,215.0,,
8121,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210219,98624,305972.0,214.0,,
8122,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210218,98506,305972.0,233.0,,
8123,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210217,98428,305972.0,241.0,,
8124,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210216,98317,305972.0,220.0,,
8125,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210215,97837,305972.0,209.0,,
8126,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210214,97609,305972.0,216.0,,
8127,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210213,97313,305972.0,213.0,,
8128,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210212,96924,305972.0,240.0,,
8129,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210211,96636,305972.0,261.0,,
8130,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210210,96494,305972.0,251.0,,
8131,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210209,96402,305972.0,249.0,,
8132,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210208,96161,305972.0,263.0,,
8133,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210207,95839,305972.0,258.0,,
8134,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210206,95355,305972.0,265.0,,
8135,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210205,95064,305972.0,278.0,,
8136,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210204,94984,305972.0,270.0,,
8137,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210203,94662,305972.0,307.0,,
8138,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210202,94526,305972.0,298.0,,
8139,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210201,94238,305972.0,282.0,,
8140,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210131,93624,305972.0,285.0,,
8141,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210130,93406,305972.0,279.0,,
8142,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210129,92968,305972.0,280.0,,
8143,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210128,92541,305972.0,293.0,,
8144,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210127,92244,305972.0,301.0,,
8145,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210126,92069,305972.0,312.0,,
8146,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210125,91596,305972.0,312.0,,
8147,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210124,91028,305972.0,310.0,,
8148,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210123,90073,305972.0,325.0,,
8149,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210122,89282,305972.0,341.0,,
8150,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210121,88728,305972.0,344.0,,
8151,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210120,88513,305972.0,331.0,,
8152,72.0,Puerto Rico,US,23.0,1.0,0.0,0.0,20210119,88373,305972.0,351.0,,
8153,72.0,Puerto Rico,US,31.0,2.0,0.0,0.0,20210307,101327,305972.0,147.0,,
8154,72.0,Puerto Rico,US,31.0,2.0,0.0,0.0,20210306,101327,305972.0,147.0,,
8155,72.0,Puerto Rico,US,31.0,2.0,0.0,0.0,20210305,101066,305972.0,136.0,,
8156,72.0,Puerto Rico,US,31.0,2.0,0.0,0.0,20210304,100867,305972.0,171.0,,
8157,72.0,Puerto Rico,US,31.0,2.0,0.0,0.0,20210303,100765,305972.0,169.0,,
8158,72.0,Puerto Rico,US,31.0,2.0,0.0,0.0,20210302,100735,305972.0,162.0,,
8159,72.0,Puerto Rico,US,31.0,2.0,0.0,0.0,20210301,100584,305972.0,155.0,,
8160,72.0,Puerto Rico,US,31.0,2.0,0.0,0.0,20210228,100297,305972.0,150.0,,
8161,72.0,Puerto Rico,US,31.0,2.0,0.0,0.0,20210227,100044,305972.0,174.0,,
8162,72.0,Puerto Rico,US,31.0,2.0,0.0,0.0,20210226,99860,305972.0,169.0,,
8163,72.0,Puerto Rico,US,31.0,2.0,0.0,0.0,20210225,99619,305972.0,184.0,,
8164,72.0,Puerto Rico,US,31.0,2.0,0.0,0.0,20210224,99519,305972.0,242.0,,
8165,72.0,Puerto Rico,US,31.0,2.0,0.0,0.0,20210223,99476,305972.0,225.0,,
8166,72.0,Puerto Rico,US,31.0,2.0,0.0,0.0,20210222,99257,305972.0,233.0,,
8167,72.0,Puerto Rico,US,31.0,2.0,0.0,0.0,20210221,99084,305972.0,217.0,,
8168,72.0,Puerto Rico,US,31.0,2.0,0.0,0.0,20210220,98835,305972.0,215.0,,
8169,72.0,Puerto Rico,US,31.0,2.0,0.0,0.0,20210219,98624,305972.0,214.0,,
8170,72.0,Puerto Rico,US,31.0,2.0,0.0,0.0,20210218,98506,305972.0,233.0,,
8171,72.0,Puerto Rico,US,31.0,2.0,0.0,0.0,20210217,98428,305972.0,241.0,,
8172,72.0,Puerto Rico,US,31.0,2.0,0.0,0.0,20210216,98317,305972.0,220.0,,
8173,72.0,Puerto Rico,US,31.0,2.0,0.0,0.0,20210215,97837,305972.0,209.0,,
8174,72.0,Puerto Rico,US,31.0,2.0,0.0,0.0,20210214,97609,305972.0,216.0,,
8175,72.0,Puerto Rico,US,31.0,2.0,0.0,0.0,20210213,97313,305972.0,213.0,,
8176,72.0,Puerto Rico,US,31.0,2.0,0.0,0.0,20210212,96924,305972.0,240.0,,
8177,72.0,Puerto Rico,US,31.0,2.0,0.0,0.0,20210211,96636,305972.0,261.0,,
8178,72.0,Puerto Rico,US,31.0,2.0,0.0,0.0,20210210,96494,305972.0,251.0,,
8179,72.0,Puerto Rico,US,31.0,2.0,0.0,0.0,20210209,96402,305972.0,249.0,,
8180,72.0,Puerto Rico,US,31.0,2.0,0.0,0.0,20210208,96161,305972.0,263.0,,
8181,72.0,Puerto Rico,US,31.0,2.0,0.0,0.0,20210207,95839,305972.0,258.0,,
8182,72.0,Puerto Rico,US,31.0,2.0,0.0,0.0,20210206,95355,305972.0,265.0,,
8183,72.0,Puerto Rico,US,31.0,2.0,0.0,0.0,20210205,95064,305972.0,278.0,,
8184,72.0,Puerto Rico,US,31.0,2.0,0.0,0.0,20210204,94984,305972.0,270.0,,
8185,72.0,Puerto Rico,US,31.0,2.0,0.0,0.0,20210203,94662,305972.0,307.0,,
8186,72.0,Puerto Rico,US,31.0,2.0,0.0,0.0,20210202,94526,305972.0,298.0,,
8187,72.0,Puerto Rico,US,31.0,2.0,0.0,0.0,20210201,94238,305972.0,282.0,,
8188,72.0,Puerto Rico,US,31.0,2.0,0.0,0.0,20210131,93624,305972.0,285.0,,
8189,72.0,Puerto Rico,US,31.0,2.0,0.0,0.0,20210130,93406,305972.0,279.0,,
8190,72.0,Puerto Rico,US,31.0,2.0,0.0,0.0,20210129,92968,305972.0,280.0,,
8191,72.0,Puerto Rico,US,31.0,2.0,0.0,0.0,20210128,92541,305972.0,293.0,,
8192,72.0,Puerto Rico,US,31.0,2.0,0.0,0.0,20210127,92244,305972.0,301.0,,
8193,72.0,Puerto Rico,US,31.0,2.0,0.0,0.0,20210126,92069,305972.0,312.0,,
8194,72.0,Puerto Rico,US,31.0,2.0,0.0,0.0,20210125,91596,305972.0,312.0,,
8195,72.0,Puerto Rico,US,31.0,2.0,0.0,0.0,20210124,91028,305972.0,310.0,,
8196,72.0,Puerto Rico,US,31.0,2.0,0.0,0.0,20210123,90073,305972.0,325.0,,
8197,72.0,Puerto Rico,US,31.0,2.0,0.0,0.0,20210122,89282,305972.0,341.0,,
8198,72.0,Puerto Rico,US,31.0,2.0,0.0,0.0,20210121,88728,305972.0,344.0,,
8199,72.0,Puerto Rico,US,31.0,2.0,0.0,0.0,20210120,88513,305972.0,331.0,,
8200,72.0,Puerto Rico,US,31.0,2.0,0.0,0.0,20210119,88373,305972.0,351.0,,
8201,72.0,Puerto Rico,US,39.0,2.0,0.0,0.0,20210307,101327,305972.0,147.0,,
8202,72.0,Puerto Rico,US,39.0,2.0,0.0,0.0,20210306,101327,305972.0,147.0,,
8203,72.0,Puerto Rico,US,39.0,2.0,0.0,0.0,20210305,101066,305972.0,136.0,,
8204,72.0,Puerto Rico,US,39.0,2.0,0.0,0.0,20210304,100867,305972.0,171.0,,
8205,72.0,Puerto Rico,US,39.0,2.0,0.0,0.0,20210303,100765,305972.0,169.0,,
8206,72.0,Puerto Rico,US,39.0,2.0,0.0,0.0,20210302,100735,305972.0,162.0,,
8207,72.0,Puerto Rico,US,39.0,2.0,0.0,0.0,20210301,100584,305972.0,155.0,,
8208,72.0,Puerto Rico,US,39.0,2.0,0.0,0.0,20210228,100297,305972.0,150.0,,
8209,72.0,Puerto Rico,US,39.0,2.0,0.0,0.0,20210227,100044,305972.0,174.0,,
8210,72.0,Puerto Rico,US,39.0,2.0,0.0,0.0,20210226,99860,305972.0,169.0,,
8211,72.0,Puerto Rico,US,39.0,2.0,0.0,0.0,20210225,99619,305972.0,184.0,,
8212,72.0,Puerto Rico,US,39.0,2.0,0.0,0.0,20210224,99519,305972.0,242.0,,
8213,72.0,Puerto Rico,US,39.0,2.0,0.0,0.0,20210223,99476,305972.0,225.0,,
8214,72.0,Puerto Rico,US,39.0,2.0,0.0,0.0,20210222,99257,305972.0,233.0,,
8215,72.0,Puerto Rico,US,39.0,2.0,0.0,0.0,20210221,99084,305972.0,217.0,,
8216,72.0,Puerto Rico,US,39.0,2.0,0.0,0.0,20210220,98835,305972.0,215.0,,
8217,72.0,Puerto Rico,US,39.0,2.0,0.0,0.0,20210219,98624,305972.0,214.0,,
8218,72.0,Puerto Rico,US,39.0,2.0,0.0,0.0,20210218,98506,305972.0,233.0,,
8219,72.0,Puerto Rico,US,39.0,2.0,0.0,0.0,20210217,98428,305972.0,241.0,,
8220,72.0,Puerto Rico,US,39.0,2.0,0.0,0.0,20210216,98317,305972.0,220.0,,
8221,72.0,Puerto Rico,US,39.0,2.0,0.0,0.0,20210215,97837,305972.0,209.0,,
8222,72.0,Puerto Rico,US,39.0,2.0,0.0,0.0,20210214,97609,305972.0,216.0,,
8223,72.0,Puerto Rico,US,39.0,2.0,0.0,0.0,20210213,97313,305972.0,213.0,,
8224,72.0,Puerto Rico,US,39.0,2.0,0.0,0.0,20210212,96924,305972.0,240.0,,
8225,72.0,Puerto Rico,US,39.0,2.0,0.0,0.0,20210211,96636,305972.0,261.0,,
8226,72.0,Puerto Rico,US,39.0,2.0,0.0,0.0,20210210,96494,305972.0,251.0,,
8227,72.0,Puerto Rico,US,39.0,2.0,0.0,0.0,20210209,96402,305972.0,249.0,,
8228,72.0,Puerto Rico,US,39.0,2.0,0.0,0.0,20210208,96161,305972.0,263.0,,
8229,72.0,Puerto Rico,US,39.0,2.0,0.0,0.0,20210207,95839,305972.0,258.0,,
8230,72.0,Puerto Rico,US,39.0,2.0,0.0,0.0,20210206,95355,305972.0,265.0,,
8231,72.0,Puerto Rico,US,39.0,2.0,0.0,0.0,20210205,95064,305972.0,278.0,,
8232,72.0,Puerto Rico,US,39.0,2.0,0.0,0.0,20210204,94984,305972.0,270.0,,
8233,72.0,Puerto Rico,US,39.0,2.0,0.0,0.0,20210203,94662,305972.0,307.0,,
8234,72.0,Puerto Rico,US,39.0,2.0,0.0,0.0,20210202,94526,305972.0,298.0,,
8235,72.0,Puerto Rico,US,39.0,2.0,0.0,0.0,20210201,94238,305972.0,282.0,,
8236,72.0,Puerto Rico,US,39.0,2.0,0.0,0.0,20210131,93624,305972.0,285.0,,
8237,72.0,Puerto Rico,US,39.0,2.0,0.0,0.0,20210130,93406,305972.0,279.0,,
8238,72.0,Puerto Rico,US,39.0,2.0,0.0,0.0,20210129,92968,305972.0,280.0,,
8239,72.0,Puerto Rico,US,39.0,2.0,0.0,0.0,20210128,92541,305972.0,293.0,,
8240,72.0,Puerto Rico,US,39.0,2.0,0.0,0.0,20210127,92244,305972.0,301.0,,
8241,72.0,Puerto Rico,US,39.0,2.0,0.0,0.0,20210126,92069,305972.0,312.0,,
8242,72.0,Puerto Rico,US,39.0,2.0,0.0,0.0,20210125,91596,305972.0,312.0,,
8243,72.0,Puerto Rico,US,39.0,2.0,0.0,0.0,20210124,91028,305972.0,310.0,,
8244,72.0,Puerto Rico,US,39.0,2.0,0.0,0.0,20210123,90073,305972.0,325.0,,
8245,72.0,Puerto Rico,US,39.0,2.0,0.0,0.0,20210122,89282,305972.0,341.0,,
8246,72.0,Puerto Rico,US,39.0,2.0,0.0,0.0,20210121,88728,305972.0,344.0,,
8247,72.0,Puerto Rico,US,39.0,2.0,0.0,0.0,20210120,88513,305972.0,331.0,,
8248,72.0,Puerto Rico,US,39.0,2.0,0.0,0.0,20210119,88373,305972.0,351.0,,
8249,72.0,Puerto Rico,US,51.0,2.0,0.0,0.0,20210307,101327,305972.0,147.0,,
8250,72.0,Puerto Rico,US,51.0,2.0,0.0,0.0,20210306,101327,305972.0,147.0,,
8251,72.0,Puerto Rico,US,51.0,2.0,0.0,0.0,20210305,101066,305972.0,136.0,,
8252,72.0,Puerto Rico,US,51.0,2.0,0.0,0.0,20210304,100867,305972.0,171.0,,
8253,72.0,Puerto Rico,US,51.0,2.0,0.0,0.0,20210303,100765,305972.0,169.0,,
8254,72.0,Puerto Rico,US,51.0,2.0,0.0,0.0,20210302,100735,305972.0,162.0,,
8255,72.0,Puerto Rico,US,51.0,2.0,0.0,0.0,20210301,100584,305972.0,155.0,,
8256,72.0,Puerto Rico,US,51.0,2.0,0.0,0.0,20210228,100297,305972.0,150.0,,
8257,72.0,Puerto Rico,US,51.0,2.0,0.0,0.0,20210227,100044,305972.0,174.0,,
8258,72.0,Puerto Rico,US,51.0,2.0,0.0,0.0,20210226,99860,305972.0,169.0,,
8259,72.0,Puerto Rico,US,51.0,2.0,0.0,0.0,20210225,99619,305972.0,184.0,,
8260,72.0,Puerto Rico,US,51.0,2.0,0.0,0.0,20210224,99519,305972.0,242.0,,
8261,72.0,Puerto Rico,US,51.0,2.0,0.0,0.0,20210223,99476,305972.0,225.0,,
8262,72.0,Puerto Rico,US,51.0,2.0,0.0,0.0,20210222,99257,305972.0,233.0,,
8263,72.0,Puerto Rico,US,51.0,2.0,0.0,0.0,20210221,99084,305972.0,217.0,,
8264,72.0,Puerto Rico,US,51.0,2.0,0.0,0.0,20210220,98835,305972.0,215.0,,
8265,72.0,Puerto Rico,US,51.0,2.0,0.0,0.0,20210219,98624,305972.0,214.0,,
8266,72.0,Puerto Rico,US,51.0,2.0,0.0,0.0,20210218,98506,305972.0,233.0,,
8267,72.0,Puerto Rico,US,51.0,2.0,0.0,0.0,20210217,98428,305972.0,241.0,,
8268,72.0,Puerto Rico,US,51.0,2.0,0.0,0.0,20210216,98317,305972.0,220.0,,
8269,72.0,Puerto Rico,US,51.0,2.0,0.0,0.0,20210215,97837,305972.0,209.0,,
8270,72.0,Puerto Rico,US,51.0,2.0,0.0,0.0,20210214,97609,305972.0,216.0,,
8271,72.0,Puerto Rico,US,51.0,2.0,0.0,0.0,20210213,97313,305972.0,213.0,,
8272,72.0,Puerto Rico,US,51.0,2.0,0.0,0.0,20210212,96924,305972.0,240.0,,
8273,72.0,Puerto Rico,US,51.0,2.0,0.0,0.0,20210211,96636,305972.0,261.0,,
8274,72.0,Puerto Rico,US,51.0,2.0,0.0,0.0,20210210,96494,305972.0,251.0,,
8275,72.0,Puerto Rico,US,51.0,2.0,0.0,0.0,20210209,96402,305972.0,249.0,,
8276,72.0,Puerto Rico,US,51.0,2.0,0.0,0.0,20210208,96161,305972.0,263.0,,
8277,72.0,Puerto Rico,US,51.0,2.0,0.0,0.0,20210207,95839,305972.0,258.0,,
8278,72.0,Puerto Rico,US,51.0,2.0,0.0,0.0,20210206,95355,305972.0,265.0,,
8279,72.0,Puerto Rico,US,51.0,2.0,0.0,0.0,20210205,95064,305972.0,278.0,,
8280,72.0,Puerto Rico,US,51.0,2.0,0.0,0.0,20210204,94984,305972.0,270.0,,
8281,72.0,Puerto Rico,US,51.0,2.0,0.0,0.0,20210203,94662,305972.0,307.0,,
8282,72.0,Puerto Rico,US,51.0,2.0,0.0,0.0,20210202,94526,305972.0,298.0,,
8283,72.0,Puerto Rico,US,51.0,2.0,0.0,0.0,20210201,94238,305972.0,282.0,,
8284,72.0,Puerto Rico,US,51.0,2.0,0.0,0.0,20210131,93624,305972.0,285.0,,
8285,72.0,Puerto Rico,US,51.0,2.0,0.0,0.0,20210130,93406,305972.0,279.0,,
8286,72.0,Puerto Rico,US,51.0,2.0,0.0,0.0,20210129,92968,305972.0,280.0,,
8287,72.0,Puerto Rico,US,51.0,2.0,0.0,0.0,20210128,92541,305972.0,293.0,,
8288,72.0,Puerto Rico,US,51.0,2.0,0.0,0.0,20210127,92244,305972.0,301.0,,
8289,72.0,Puerto Rico,US,51.0,2.0,0.0,0.0,20210126,92069,305972.0,312.0,,
8290,72.0,Puerto Rico,US,51.0,2.0,0.0,0.0,20210125,91596,305972.0,312.0,,
8291,72.0,Puerto Rico,US,51.0,2.0,0.0,0.0,20210124,91028,305972.0,310.0,,
8292,72.0,Puerto Rico,US,51.0,2.0,0.0,0.0,20210123,90073,305972.0,325.0,,
8293,72.0,Puerto Rico,US,51.0,2.0,0.0,0.0,20210122,89282,305972.0,341.0,,
8294,72.0,Puerto Rico,US,51.0,2.0,0.0,0.0,20210121,88728,305972.0,344.0,,
8295,72.0,Puerto Rico,US,51.0,2.0,0.0,0.0,20210120,88513,305972.0,331.0,,
